start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2019-01-02,2019-01-31,17,1,10,10,mi,2.8393,-0.0332,85.52108433734941
2019-02-01,2019-02-28,16,1,10,10,mi,0.113,-0.0317,3.5646687697160884
2019-03-01,2019-03-29,17,1,10,10,mi,0.8089,-0.0359,22.53203342618384
2019-04-01,2019-04-30,17,1,10,10,mi,-0.1998,-0.0252,-7.928571428571429
2019-05-01,2019-05-31,17,1,15,10,mi,-0.3652,-0.0653,-5.592649310872895
2019-06-03,2019-06-28,17,1,10,10,mi,3.3921,-0.0229,148.12663755458516
2019-07-01,2019-07-31,16,1,10,10,mi,-0.1181,-0.0276,-4.278985507246377
2019-08-01,2019-08-30,17,1,15,10,mi,-0.0919,-0.0449,-2.0467706013363025
2019-09-03,2019-09-30,17,1,10,10,mi,0.9177,-0.0158,58.08227848101265
2019-10-01,2019-10-31,16,1,10,10,mi,0.2021,-0.0397,5.090680100755668
2019-11-01,2019-11-29,17,1,10,10,mi,0.3432,-0.0086,39.906976744186046
2019-12-02,2019-12-31,16,1,15,10,mi,0.5617,-0.0132,42.553030303030305
2020-01-02,2020-01-31,16,1,15,10,mi,-0.1469,-0.0522,-2.814176245210728
2020-02-03,2020-02-28,16,1,15,10,mi,-0.1543,-0.1099,-1.4040036396724294
2020-03-02,2020-03-31,16,1,15,10,mi,-0.9962,-0.4781,-2.083664505333612
2020-04-01,2020-04-30,16,1,10,10,mi,8.0207,-0.0696,115.23994252873564
2020-05-01,2020-05-29,16,1,15,10,mi,3.4962,-0.098,35.67551020408163
2020-06-01,2020-06-30,16,1,15,10,mi,0.7445,-0.1863,3.9962426194310257
2020-07-01,2020-07-31,16,1,15,10,mi,0.8387,-0.0429,19.55011655011655
2020-08-03,2020-08-31,17,1,15,10,mi,0.2657,-0.0289,9.193771626297577
2020-09-01,2020-09-30,16,1,15,10,mi,-0.4687,-0.1221,-3.8386568386568385
2020-10-01,2020-10-30,17,1,10,10,mi,0.5742,-0.0581,9.882960413080896
2020-11-02,2020-11-30,17,1,15,10,mi,19.3704,-0.0672,288.25
2020-12-01,2020-12-31,16,1,10,10,mi,1.3032,-0.0233,55.931330472103
2021-01-04,2021-01-29,17,1,15,10,mi,1.1915,-0.0684,17.41959064327485
2021-02-01,2021-02-26,16,1,10,10,mi,0.6339,-0.0261,24.28735632183908
2021-03-01,2021-03-31,17,1,15,10,mi,0.9229,-0.02,46.145
2021-04-01,2021-04-30,17,1,10,10,mi,0.2384,-0.0562,4.241992882562277
2021-05-03,2021-05-28,17,1,15,10,mi,0.4141,-0.0603,6.8673300165837485
2021-06-01,2021-06-30,16,1,15,10,mi,0.3608,-0.0422,8.549763033175356
2021-07-01,2021-07-30,16,1,15,10,mi,-0.5615,-0.1275,-4.403921568627451
2021-08-02,2021-08-31,16,1,15,10,mi,-0.0835,-0.0915,-0.9125683060109291
2021-09-01,2021-09-30,17,1,10,10,mi,-0.1003,-0.0354,-2.8333333333333335
2021-10-01,2021-10-29,16,1,15,10,mi,0.364,-0.0278,13.093525179856115
2021-11-01,2021-11-30,17,1,15,10,mi,-0.5579,-0.1277,-4.368833202819107
2021-12-01,2021-12-31,17,1,15,10,mi,2.3218,-0.0354,65.58757062146893
2022-01-03,2022-01-31,17,1,15,10,mi,-0.6156,-0.1087,-5.663293468261269
2022-02-01,2022-02-28,16,1,10,10,mi,-0.0921,-0.0889,-1.0359955005624297
2022-03-01,2022-03-30,17,1,10,10,mi,1.4465,-0.0498,29.046184738955823
