start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2017-02-01,2017-02-28,16,1,10,10,,0.3119,-0.014,22.27857142857143
2017-03-01,2017-03-31,16,1,10,10,,0.0961,-0.014,6.864285714285715
2017-04-03,2017-04-28,16,1,10,10,,-0.2545,-0.0217,-11.728110599078342
2017-05-01,2017-05-31,16,1,10,10,,0.1422,-0.0162,8.777777777777779
2017-06-01,2017-06-30,16,1,10,10,,0.0519,-0.027,1.9222222222222223
2017-07-03,2017-07-31,16,1,10,10,,0.0752,-0.0311,2.4180064308681675
2017-08-01,2017-08-31,16,1,10,10,mi,-0.0651,-0.0312,-2.0865384615384617
2017-09-01,2017-09-29,16,1,10,10,,-0.1478,-0.023,-6.426086956521739
2017-10-02,2017-10-31,16,1,10,10,,0.3432,-0.0183,18.75409836065574
2017-11-01,2017-11-30,16,1,10,10,,1.3158,-0.0067,196.38805970149255
2017-12-01,2017-12-29,16,1,10,10,,0.0235,-0.0182,1.291208791208791
2018-01-02,2018-01-31,16,1,10,10,,0.4956,-0.0262,18.916030534351144
2018-02-01,2018-02-28,16,1,10,10,,-0.465,-0.0757,-6.142668428005284
2018-03-01,2018-03-29,16,1,10,10,,0.0623,-0.0488,1.276639344262295
2018-04-02,2018-04-30,16,1,15,10,,0.3604,-0.0302,11.933774834437086
2018-05-01,2018-05-31,16,1,10,10,,0.7696,-0.0208,37.0
2018-06-01,2018-06-29,16,1,10,10,,2.9283,-0.0351,83.42735042735043
2018-07-02,2018-07-31,16,1,10,10,,0.1173,-0.0301,3.897009966777409
2018-08-01,2018-08-31,16,1,15,10,,0.3053,-0.0435,7.018390804597702
2018-09-04,2018-09-28,16,1,10,10,,-0.0091,-0.0247,-0.368421052631579
2018-10-01,2018-10-31,16,1,10,10,,-0.2644,-0.1015,-2.6049261083743844
2018-11-01,2018-11-30,16,1,10,10,,0.5844,-0.0462,12.64935064935065
2018-12-03,2018-12-31,16,1,10,10,,-0.6532,-0.1296,-5.040123456790123
2019-01-02,2019-01-31,16,1,10,10,,1.7138,-0.0288,59.50694444444444
2019-02-01,2019-02-28,16,1,10,10,,0.9148,-0.0154,59.402597402597394
2019-03-01,2019-03-29,16,1,10,10,,-0.0873,-0.0355,-2.459154929577465
2019-04-01,2019-04-30,16,1,10,10,,-0.0044,-0.0244,-0.18032786885245902
2019-05-01,2019-05-31,16,1,10,10,,-0.4621,-0.0854,-5.411007025761124
2019-06-03,2019-06-28,16,1,10,10,,2.9833,-0.0241,123.78838174273858
2019-07-01,2019-07-31,16,1,10,10,,0.2399,-0.0182,13.18131868131868
2019-08-01,2019-08-30,16,1,10,10,,-0.0925,-0.038,-2.4342105263157894
2019-09-03,2019-09-30,16,1,10,10,,1.3027,-0.0243,53.60905349794239
2019-10-01,2019-10-31,16,1,10,10,,0.7824,-0.0274,28.554744525547445
2019-11-01,2019-11-29,16,1,15,10,,0.056,-0.0246,2.2764227642276422
2019-12-02,2019-12-31,16,1,10,10,,0.5544,-0.0122,45.44262295081967
2020-01-02,2020-01-31,16,1,10,10,,-0.2137,-0.0453,-4.717439293598234
2020-02-03,2020-02-28,16,1,10,10,mi,-0.6371,-0.1111,-5.734473447344734
2020-03-02,2020-03-31,16,1,15,10,,-0.9974,-0.4498,-2.2174299688750554
2020-04-01,2020-04-30,16,1,10,10,,3.6262,-0.0806,44.99007444168734
2020-05-01,2020-05-29,16,1,10,10,mi,3.4645,-0.0325,106.6
2020-06-01,2020-06-30,16,1,15,10,,0.2682,-0.1592,1.6846733668341707
2020-07-01,2020-07-31,16,1,15,10,,0.298,-0.0489,6.0940695296523515
2020-08-03,2020-08-31,16,1,10,10,,0.5685,-0.0317,17.933753943217667
2020-09-01,2020-09-30,16,1,15,10,,-0.1896,-0.0775,-2.4464516129032257
2020-10-01,2020-10-30,16,1,10,10,mi,-0.2927,-0.0827,-3.5392986698911733
2020-11-02,2020-11-30,16,1,10,10,,4.9665,-0.0194,256.00515463917526
2020-12-01,2020-12-31,16,1,15,10,,0.8832,-0.0281,31.430604982206404
2021-01-04,2021-01-29,16,1,10,10,,-0.0087,-0.0848,-0.1025943396226415
2021-02-01,2021-02-26,16,1,10,10,,2.8103,-0.0281,100.01067615658363
2021-03-01,2021-03-31,16,1,10,10,,0.9229,-0.02,46.145
2021-04-01,2021-04-30,16,1,10,10,mi,1.1215,-0.0226,49.623893805309734
2021-05-03,2021-05-28,16,1,10,10,,0.9398,-0.0453,20.746136865342162
2021-06-01,2021-06-30,16,1,10,10,,-0.1037,-0.0408,-2.5416666666666665
2021-07-01,2021-07-30,16,1,15,10,,-0.3181,-0.0849,-3.746760895170789
2021-08-02,2021-08-31,16,1,15,10,,0.2218,-0.0624,3.5544871794871797
2021-09-01,2021-09-30,16,1,15,10,,-0.1003,-0.0354,-2.8333333333333335
2021-10-01,2021-10-29,16,1,15,10,,0.3572,-0.0207,17.256038647342997
2021-11-01,2021-11-30,16,1,15,10,,-0.4326,-0.0738,-5.861788617886178
2021-12-01,2021-12-31,16,1,15,10,mi,1.1141,-0.0288,38.68402777777778
2022-01-03,2022-01-31,16,1,10,10,,-0.5017,-0.0905,-5.54364640883978
2022-02-01,2022-02-28,16,1,10,10,,-0.0921,-0.0889,-1.0359955005624297
2022-03-01,2022-03-30,16,1,10,10,,1.4465,-0.0498,29.046184738955823
