start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2017-02-01,2017-02-28,16,1,15,10,,0.1436,-0.0123,11.67479674796748
2017-03-01,2017-03-31,16,1,10,10,boruta,0.1679,-0.0232,7.237068965517242
2017-04-03,2017-04-28,16,1,15,10,boruta,0.0602,-0.0376,1.601063829787234
2017-05-01,2017-05-31,16,1,15,10,,-0.3609,-0.0505,-7.146534653465346
