start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2017-02-01,2017-02-28,16,1,15,10,boruta,0.0535,-0.0195,2.7435897435897436
2017-03-01,2017-03-31,16,1,10,10,boruta,0.0122,-0.0311,0.39228295819935693
2017-04-03,2017-04-28,16,1,10,10,boruta,0.3798,-0.0316,12.018987341772151
2017-05-01,2017-05-31,16,1,15,10,boruta,-0.3812,-0.056,-6.807142857142857
2017-06-01,2017-06-30,16,1,15,10,boruta,-0.2026,-0.0257,-7.883268482490272
2017-07-03,2017-07-31,16,1,15,10,boruta,0.3624,-0.0249,14.554216867469881
2017-08-01,2017-08-31,16,1,15,10,boruta,0.0152,-0.0419,0.3627684964200477
2017-09-01,2017-09-29,16,1,15,10,boruta,0.5053,-0.0163,31.0
2017-10-02,2017-10-31,16,1,10,10,boruta,-0.1611,-0.0303,-5.316831683168316
2017-11-01,2017-11-30,16,1,10,10,boruta,0.545,-0.0213,25.5868544600939
2017-12-01,2017-12-29,16,1,15,10,boruta,0.819,-0.0159,51.50943396226415
2018-01-02,2018-01-31,16,1,15,10,boruta,0.4593,-0.0128,35.8828125
2018-02-01,2018-02-28,16,1,10,10,boruta,-0.5317,-0.0896,-5.934151785714286
2018-03-01,2018-03-29,16,1,10,10,boruta,0.0448,-0.0695,0.6446043165467625
2018-04-02,2018-04-30,16,1,15,10,boruta,0.6823,-0.0513,13.30019493177388
2018-05-01,2018-05-31,16,1,10,10,boruta,0.1316,-0.0272,4.838235294117647
2018-06-01,2018-06-29,16,1,15,10,boruta,-0.0203,-0.0453,-0.44812362030905073
2018-07-02,2018-07-31,16,1,10,10,boruta,-0.1519,-0.0567,-2.6790123456790123
2018-08-01,2018-08-31,16,1,15,10,boruta,-0.0684,-0.0467,-1.4646680942184156
2018-09-04,2018-09-28,16,1,10,10,boruta,-0.1798,-0.0344,-5.226744186046512
2018-10-01,2018-10-31,16,1,15,10,boruta,-0.7836,-0.1354,-5.787296898079764
2018-11-01,2018-11-30,16,1,15,10,boruta,-0.3913,-0.0972,-4.025720164609053
2018-12-03,2018-12-31,16,1,15,10,boruta,-0.7553,-0.1725,-4.378550724637681
2019-01-02,2019-01-31,16,1,15,10,boruta,2.0448,-0.0331,61.77643504531722
2019-02-01,2019-02-28,16,1,10,10,boruta,0.2656,-0.0287,9.254355400696864
2019-03-01,2019-03-29,16,1,15,10,boruta,0.0027,-0.0268,0.10074626865671642
2019-04-01,2019-04-30,16,1,15,10,boruta,-0.0934,-0.0531,-1.75894538606403
2019-05-01,2019-05-31,16,1,10,10,boruta,-0.8818,-0.1804,-4.888026607538802
2019-06-03,2019-06-28,16,1,10,10,boruta,2.3223,-0.0306,75.8921568627451
2019-07-01,2019-07-31,16,1,15,10,boruta,-0.1788,-0.0277,-6.454873646209386
2019-08-01,2019-08-30,16,1,10,10,boruta,-0.5701,-0.098,-5.81734693877551
2019-09-03,2019-09-30,16,1,10,10,boruta,-0.0443,-0.0407,-1.0884520884520885
2019-10-01,2019-10-31,16,1,15,10,boruta,0.8232,-0.0172,47.86046511627907
2019-11-01,2019-11-29,16,1,10,10,boruta,0.2484,-0.0188,13.212765957446809
2019-12-02,2019-12-31,16,1,10,10,boruta,0.623,-0.0215,28.976744186046513
2020-01-02,2020-01-31,16,1,15,10,boruta,-0.0804,-0.0331,-2.4290030211480365
2020-02-03,2020-02-28,16,1,10,10,boruta,-0.6321,-0.1099,-5.751592356687898
2020-03-02,2020-03-31,16,1,10,10,boruta,-0.9999,-0.5983,-1.6712351663045293
2020-04-01,2020-04-30,16,1,15,10,boruta,24.2991,-0.0626,388.164536741214
2020-05-01,2020-05-29,16,1,15,10,boruta,5.2552,-0.0829,63.392038600723765
2020-06-01,2020-06-30,16,1,15,10,boruta,0.0392,-0.1594,0.24592220828105396
2020-07-01,2020-07-31,16,1,15,10,boruta,1.8771,-0.0326,57.579754601227
2020-08-03,2020-08-31,16,1,15,10,boruta,2.1257,-0.0315,67.48253968253968
2020-09-01,2020-09-30,16,1,10,10,boruta,-0.7217,-0.1212,-5.954620462046204
2020-10-01,2020-10-30,16,1,10,10,boruta,-0.4954,-0.1313,-3.7730388423457732
2020-11-02,2020-11-30,16,1,10,10,boruta,16.8488,-0.0367,459.0953678474114
2020-12-01,2020-12-31,16,1,15,10,boruta,1.0728,-0.0669,16.03587443946188
