start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2017-02-01,2017-02-28,16,1,10,10,mi,0.0957,-0.0185,5.172972972972973
2017-03-01,2017-03-31,16,1,15,10,mi,0.0161,-0.0264,0.6098484848484849
2017-04-03,2017-04-28,16,1,10,10,mi,-0.1941,-0.0407,-4.769041769041769
2017-05-01,2017-05-31,16,1,10,10,mi,-0.1404,-0.0351,-4.0
2017-06-01,2017-06-30,16,1,10,10,mi,-0.054,-0.0197,-2.7411167512690358
2017-07-03,2017-07-31,16,1,10,10,,0.2133,-0.0235,9.076595744680851
2017-08-01,2017-08-31,16,1,15,10,mi,-0.0046,-0.0369,-0.12466124661246611
2017-09-01,2017-09-29,16,1,10,10,mi,0.5314,-0.0102,52.09803921568627
2017-10-02,2017-10-31,16,1,10,10,mi,0.5396,-0.011,49.054545454545455
2017-11-01,2017-11-30,16,1,15,10,mi,0.2953,-0.033,8.94848484848485
2017-12-01,2017-12-29,16,1,10,10,mi,0.5214,-0.014,37.24285714285714
2018-01-02,2018-01-31,16,1,10,10,mi,1.5345,-0.0193,79.50777202072538
2018-02-01,2018-02-28,16,1,10,10,mi,-0.4175,-0.0715,-5.839160839160839
2018-03-01,2018-03-29,16,1,10,10,mi,-0.0174,-0.0498,-0.3493975903614458
2018-04-02,2018-04-30,16,1,15,10,mi,0.5101,-0.0334,15.27245508982036
2018-05-01,2018-05-31,16,1,10,10,mi,0.5566,-0.0177,31.446327683615817
2018-06-01,2018-06-29,17,1,10,10,mi,0.5206,-0.0147,35.414965986394556
2018-07-02,2018-07-31,16,1,15,10,mi,0.2166,-0.0306,7.078431372549019
2018-08-01,2018-08-31,16,1,15,10,mi,0.4406,-0.0171,25.766081871345026
2018-09-04,2018-09-28,16,1,15,10,mi,-0.0023,-0.0155,-0.14838709677419354
2018-10-01,2018-10-31,17,1,10,10,mi,-0.7407,-0.1455,-5.090721649484537
2018-11-01,2018-11-30,16,1,15,10,mi,0.4228,-0.0237,17.839662447257385
2018-12-03,2018-12-31,16,1,15,10,mi,-0.7132,-0.1436,-4.9665738161559885
2019-01-02,2019-01-31,16,1,10,10,,2.5325,-0.021,120.5952380952381
2019-02-01,2019-02-28,16,1,15,10,mi,-0.373,-0.0402,-9.278606965174129
2019-03-01,2019-03-29,17,1,10,10,mi,0.115,-0.0367,3.1335149863760217
2019-04-01,2019-04-30,16,1,10,10,mi,0.3023,-0.0106,28.518867924528305
2019-05-01,2019-05-31,16,1,10,10,,-0.8357,-0.155,-5.391612903225806
2019-06-03,2019-06-28,16,1,15,10,mi,-0.0364,-0.1024,-0.35546875
2019-07-01,2019-07-31,16,1,10,10,mi,-0.0832,-0.0265,-3.1396226415094337
2019-08-01,2019-08-30,16,1,15,10,mi,-0.1336,-0.0431,-3.099767981438515
2019-09-03,2019-09-30,16,1,15,10,mi,1.486,-0.0262,56.717557251908396
2019-10-01,2019-10-31,16,1,10,10,,-0.2997,-0.042,-7.135714285714286
2019-11-01,2019-11-29,16,1,10,10,mi,0.1041,-0.0175,5.9485714285714275
2019-12-02,2019-12-31,16,1,10,10,mi,0.6704,-0.0134,50.02985074626866
2020-01-02,2020-01-31,16,1,10,10,mi,-0.3191,-0.0649,-4.916795069337442
2020-02-03,2020-02-28,16,1,10,10,mi,-0.6483,-0.0976,-6.6424180327868845
2020-03-02,2020-03-31,16,1,15,10,mi,-0.9977,-0.4858,-2.0537258130918072
2020-04-01,2020-04-30,16,1,10,10,mi,71.019,-0.079,898.9746835443038
2020-05-01,2020-05-29,16,1,15,10,mi,5.4268,-0.0846,64.14657210401892
2020-06-01,2020-06-30,16,1,10,10,,0.387,-0.1958,1.9765066394279878
2020-07-01,2020-07-31,16,1,15,10,mi,0.2432,-0.0709,3.43018335684062
2020-08-03,2020-08-31,16,1,10,10,mi,1.5528,-0.0119,130.48739495798318
2020-09-01,2020-09-30,16,1,15,10,,-0.551,-0.096,-5.739583333333334
2020-10-01,2020-10-30,16,1,15,10,mi,-0.1383,-0.0935,-1.479144385026738
2020-11-02,2020-11-30,17,1,10,10,mi,21.0253,-0.0586,358.7935153583618
2020-12-01,2020-12-31,16,1,10,10,mi,0.9977,-0.0618,16.144012944983817
2021-01-04,2021-01-29,16,1,10,10,mi,0.308,-0.0384,8.020833333333334
2021-02-01,2021-02-26,16,1,10,10,mi,1.951,-0.0315,61.93650793650794
2021-03-01,2021-03-31,16,1,10,10,mi,1.0149,-0.0246,41.256097560975604
2021-04-01,2021-04-30,16,1,10,10,mi,2.0219,-0.0121,167.09917355371903
2021-05-03,2021-05-28,16,1,15,10,mi,0.6991,-0.0518,13.496138996138997
2021-06-01,2021-06-30,16,1,15,10,mi,0.2458,-0.0347,7.0835734870317
2021-07-01,2021-07-30,16,1,15,10,mi,-0.7723,-0.1624,-4.755541871921182
2021-08-02,2021-08-31,16,1,15,10,,0.5335,-0.0696,7.665229885057472
2021-09-01,2021-09-30,16,1,15,10,mi,-0.3182,-0.0373,-8.53083109919571
2021-10-01,2021-10-29,16,1,15,10,mi,0.6426,-0.0214,30.02803738317757
2021-11-01,2021-11-30,16,1,15,10,mi,-0.8295,-0.1548,-5.358527131782946
2021-12-01,2021-12-31,16,1,10,10,mi,1.9478,-0.0309,63.03559870550162
2022-01-03,2022-01-31,16,1,10,10,mi,-0.3889,-0.0728,-5.342032967032967
2022-02-01,2022-02-28,16,1,10,10,mi,-0.0377,-0.0697,-0.5408895265423243
2022-03-01,2022-03-30,16,1,10,10,mi,0.7879,-0.0559,14.094812164579608
