start date,end date,train_valid_period(years),test_period(months),train_period(years),topk,feature_selection,Annual Return,MDD,Calmar Ratio
2017-02-01,2017-02-28,17,1,10,10,mi,0.5484,-0.0119,46.08403361344538
2017-03-01,2017-03-31,16,1,10,10,,-0.2424,-0.0373,-6.498659517426273
2017-04-03,2017-04-28,16,1,10,10,,-0.1707,-0.0165,-10.345454545454544
2017-05-01,2017-05-31,16,1,10,10,,-0.3282,-0.0522,-6.28735632183908
2017-06-01,2017-06-30,16,1,10,10,,-0.1011,-0.0183,-5.524590163934426
2017-07-03,2017-07-31,17,1,15,10,mi,0.6661,-0.0201,33.13930348258707
2017-08-01,2017-08-31,16,1,15,10,,0.0666,-0.0329,2.0243161094224926
2017-09-01,2017-09-29,16,1,10,10,,0.3589,-0.0108,33.23148148148148
2017-10-02,2017-10-31,16,1,10,10,,0.2708,-0.0105,25.790476190476188
2017-11-01,2017-11-30,16,1,15,10,,-0.5692,-0.112,-5.082142857142857
2017-12-01,2017-12-29,16,1,15,10,,0.2411,-0.0213,11.31924882629108
2018-01-02,2018-01-31,16,1,10,10,,0.5065,-0.0256,19.785156249999996
2018-02-01,2018-02-28,16,1,15,10,,-0.2096,-0.0762,-2.7506561679790025
2018-03-01,2018-03-29,16,1,10,10,,0.0362,-0.0651,0.5560675883256528
2018-04-02,2018-04-30,16,1,10,10,,0.6677,-0.0176,37.93749999999999
2018-05-01,2018-05-31,16,1,15,10,,0.1778,-0.0319,5.5736677115987465
2018-06-01,2018-06-29,16,1,10,10,mi,-0.1637,-0.0409,-4.002444987775061
2018-07-02,2018-07-31,16,1,10,10,mi,0.4688,-0.014,33.48571428571429
2018-08-01,2018-08-31,16,1,15,10,mi,-0.0964,-0.0357,-2.7002801120448177
2018-09-04,2018-09-28,16,1,15,10,,-0.0473,-0.0204,-2.318627450980392
2018-10-01,2018-10-31,17,1,15,10,mi,-0.2279,-0.0785,-2.903184713375796
2018-11-01,2018-11-30,16,1,10,10,,1.5427,-0.0249,61.95582329317269
2018-12-03,2018-12-31,16,1,10,10,,-0.7329,-0.1463,-5.00956937799043
2019-01-02,2019-01-31,16,1,10,10,mi,2.7414,-0.0183,149.80327868852459
2019-02-01,2019-02-28,16,1,10,10,mi,0.2874,-0.0385,7.464935064935065
2019-03-01,2019-03-29,16,1,10,10,mi,0.152,-0.1072,1.417910447761194
2019-04-01,2019-04-30,16,1,10,10,,-0.0345,-0.0333,-1.0360360360360361
2019-05-01,2019-05-31,16,1,10,10,,-0.5423,-0.0868,-6.247695852534562
2019-06-03,2019-06-28,16,1,15,10,,3.3515,-0.0202,165.91584158415844
2019-07-01,2019-07-31,16,1,15,10,,-0.0285,-0.026,-1.0961538461538463
2019-08-01,2019-08-30,16,1,10,10,,-0.4901,-0.0934,-5.247323340471092
2019-09-03,2019-09-30,16,1,15,10,,1.709,-0.0352,48.55113636363636
2019-10-01,2019-10-31,16,1,10,10,mi,-0.1732,-0.0462,-3.7489177489177488
2019-11-01,2019-11-29,16,1,15,10,,-0.0973,-0.0363,-2.680440771349862
2019-12-02,2019-12-31,16,1,15,10,mi,1.1615,-0.0092,126.25
2020-01-02,2020-01-31,16,1,10,10,,0.5797,-0.0267,21.711610486891384
2020-02-03,2020-02-28,16,1,10,10,,-0.8244,-0.1489,-5.536601746138348
2020-03-02,2020-03-31,16,1,10,10,,-0.9553,-0.3526,-2.7093023255813953
2020-04-01,2020-04-30,16,1,15,10,,9.8481,-0.0758,129.9221635883905
2020-05-01,2020-05-29,16,1,15,10,,1.895,-0.0557,34.021543985637344
2020-06-01,2020-06-30,16,1,10,10,,-0.1754,-0.176,-0.9965909090909092
2020-07-01,2020-07-31,16,1,15,10,mi,0.7335,-0.0282,26.010638297872344
2020-08-03,2020-08-31,16,1,15,10,,3.3716,-0.0277,121.71841155234657
2020-09-01,2020-09-30,16,1,10,10,mi,-0.4927,-0.112,-4.399107142857143
2020-10-01,2020-10-30,16,1,15,10,mi,0.2851,-0.0852,3.3462441314553995
2020-11-02,2020-11-30,17,1,15,10,mi,23.9241,-0.0656,364.69664634146335
2020-12-01,2020-12-31,17,1,15,10,mi,0.6788,-0.0294,23.088435374149658
2021-01-04,2021-01-29,16,1,15,10,mi,0.4166,-0.0522,7.980842911877395
2021-02-01,2021-02-26,16,1,10,10,,1.0434,-0.03,34.78000000000001
2021-03-01,2021-03-31,16,1,10,10,,0.2754,-0.0297,9.272727272727272
2021-04-01,2021-04-30,17,1,15,10,mi,0.4342,-0.0269,16.141263940520446
2021-05-03,2021-05-28,17,1,10,10,mi,0.9653,-0.0167,57.802395209580844
2021-06-01,2021-06-30,16,1,10,10,,0.1029,-0.0372,2.766129032258065
2021-07-01,2021-07-30,17,1,15,10,mi,-0.7577,-0.1722,-4.400116144018583
2021-08-02,2021-08-31,16,1,10,10,mi,0.4253,-0.1048,4.058206106870229
2021-09-01,2021-09-30,16,1,10,10,,-0.3601,-0.0426,-8.453051643192488
2021-10-01,2021-10-29,16,1,15,10,mi,0.2254,-0.0166,13.578313253012048
2021-11-01,2021-11-30,16,1,15,10,mi,-0.7483,-0.1181,-6.336155800169348
2021-12-01,2021-12-31,16,1,10,10,mi,0.6045,-0.0541,11.173752310536045
2022-01-03,2022-01-31,16,1,10,10,,-0.4496,-0.0868,-5.179723502304148
2022-02-01,2022-02-28,16,1,10,10,,0.245,-0.0714,3.4313725490196076
2022-03-01,2022-03-30,16,1,10,10,mi,1.1468,-0.0601,19.08153078202995
