,current_combo,valid_train_start_date, valid_train_end_date,valid_end_date,oos_square
434,"(17, 1, 15, 10, 'mi')",2002-10-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,0.08243727598566308
435,"(17, 1, 15, 10, '')",2000-11-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,-0.035775127768313375
436,"(17, 1, 15, 10, '')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.25823223570190645
437,"(17, 1, 15, 10, '')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.4526315789473684
438,"(17, 1, 15, 10, '')",2001-11-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,0.10332749562171628
439,"(17, 1, 15, 10, '')",2002-10-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,0.19713261648745517
440,"(16, 1, 10, 10, 'mi')",2001-12-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,-0.3223140495867769
441,"(16, 1, 10, 10, 'mi')",2003-02-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,0.415282392026578
442,"(16, 1, 10, 10, 'mi')",2004-04-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,-0.05723905723905731
443,"(16, 1, 10, 10, 'mi')",2005-06-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,-0.131175468483816
444,"(16, 1, 10, 10, 'mi')",2007-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.12746858168761221
445,"(16, 1, 10, 10, '')",2001-12-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,-0.5735537190082645
446,"(16, 1, 10, 10, '')",2003-02-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,0.3687707641196013
447,"(16, 1, 10, 10, '')",2004-04-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,0.265993265993266
448,"(16, 1, 10, 10, '')",2005-06-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,-0.09028960817717202
449,"(16, 1, 10, 10, '')",2007-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.26391382405745056
450,"(16, 1, 15, 10, 'mi')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.14938488576449915
451,"(16, 1, 15, 10, 'mi')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.28747795414462085
452,"(16, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,-0.04070796460176984
453,"(16, 1, 15, 10, 'mi')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0089126559714795
454,"(16, 1, 15, 10, 'mi')",2002-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.03411131059245953
455,"(16, 1, 15, 10, '')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.03690685413005268
456,"(16, 1, 15, 10, '')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.2592592592592593
457,"(16, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,-0.11858407079646027
458,"(16, 1, 15, 10, '')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.02317290552584672
459,"(16, 1, 15, 10, '')",2002-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.11310592459605018
460,"(17, 1, 10, 10, 'mi')",2000-12-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,0.15131578947368418
461,"(17, 1, 10, 10, 'mi')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,-0.34883720930232553
462,"(17, 1, 10, 10, 'mi')",2003-08-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,-0.03333333333333344
463,"(17, 1, 10, 10, 'mi')",2004-12-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,-0.2457912457912459
464,"(17, 1, 10, 10, 'mi')",2007-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.2351885098743267
465,"(17, 1, 10, 10, '')",2000-12-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,0.2171052631578947
466,"(17, 1, 10, 10, '')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,-0.3820598006644518
467,"(17, 1, 10, 10, '')",2003-08-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,0.0
468,"(17, 1, 10, 10, '')",2004-12-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,-0.1717171717171717
469,"(17, 1, 10, 10, '')",2007-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.26391382405745056
470,"(17, 1, 15, 10, 'mi')",2000-12-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,-1.1843003412969284
471,"(17, 1, 15, 10, 'mi')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,-0.4191304347826086
472,"(17, 1, 15, 10, 'mi')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,0.04929577464788737
473,"(17, 1, 15, 10, 'mi')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.07908611599297011
474,"(17, 1, 15, 10, 'mi')",2002-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.07719928186714542
475,"(17, 1, 15, 10, '')",2000-12-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,-1.25938566552901
476,"(17, 1, 15, 10, '')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,-0.3565217391304347
477,"(17, 1, 15, 10, '')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.028169014084507005
478,"(17, 1, 15, 10, '')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.03690685413005268
479,"(17, 1, 15, 10, '')",2002-11-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.11310592459605018
480,"(16, 1, 10, 10, 'mi')",2002-01-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,0.2516556291390728
481,"(16, 1, 10, 10, 'mi')",2003-03-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,0.4219269102990033
482,"(16, 1, 10, 10, 'mi')",2004-05-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,0.5294117647058824
483,"(16, 1, 10, 10, 'mi')",2005-07-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,-1.006825938566553
484,"(16, 1, 10, 10, 'mi')",2007-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.45421903052064627
485,"(16, 1, 10, 10, '')",2002-01-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,0.21192052980132448
486,"(16, 1, 10, 10, '')",2003-03-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,0.4285714285714286
487,"(16, 1, 10, 10, '')",2004-05-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,0.6168067226890757
488,"(16, 1, 10, 10, '')",2005-07-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,-1.0682593856655291
489,"(16, 1, 10, 10, '')",2007-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.38240574506283664
490,"(16, 1, 15, 10, 'mi')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.6063268892794376
491,"(16, 1, 15, 10, 'mi')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.26501766784452296
492,"(16, 1, 15, 10, 'mi')",2002-05-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,0.39609236234458256
493,"(16, 1, 15, 10, 'mi')",2002-07-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,0.2798573975044564
494,"(16, 1, 15, 10, 'mi')",2002-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.5834829443447038
495,"(16, 1, 15, 10, '')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.6063268892794376
496,"(16, 1, 15, 10, '')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.23674911660777387
497,"(16, 1, 15, 10, '')",2002-05-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,0.32504440497335707
498,"(16, 1, 15, 10, '')",2002-07-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,0.19429590017825316
499,"(16, 1, 15, 10, '')",2002-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.49730700179533216
500,"(17, 1, 10, 10, 'mi')",2001-01-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,0.5526315789473684
501,"(17, 1, 10, 10, 'mi')",2002-05-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,-0.308970099667774
502,"(17, 1, 10, 10, 'mi')",2003-09-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,0.21202003338898168
503,"(17, 1, 10, 10, 'mi')",2005-01-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,0.09459459459459463
504,"(17, 1, 10, 10, 'mi')",2007-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.43985637342908435
505,"(17, 1, 10, 10, '')",2001-01-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,0.5592105263157895
506,"(17, 1, 10, 10, '')",2002-05-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,-0.0830564784053156
507,"(17, 1, 10, 10, '')",2003-09-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,0.3188647746243739
508,"(17, 1, 10, 10, '')",2005-01-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,0.3918918918918919
509,"(17, 1, 10, 10, '')",2007-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.38240574506283664
510,"(17, 1, 15, 10, 'mi')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.8213058419243986
511,"(17, 1, 15, 10, 'mi')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.30541012216404884
512,"(17, 1, 15, 10, 'mi')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.39649122807017534
513,"(17, 1, 15, 10, 'mi')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.5922671353251319
514,"(17, 1, 15, 10, 'mi')",2002-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.6122082585278277
515,"(17, 1, 15, 10, '')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.7800687285223367
516,"(17, 1, 15, 10, '')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.2774869109947644
517,"(17, 1, 15, 10, '')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.38245614035087727
518,"(17, 1, 15, 10, '')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.6063268892794376
519,"(17, 1, 15, 10, '')",2002-12-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,0.49730700179533216
520,"(16, 1, 10, 10, 'mi')",2002-02-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,0.7213930348258706
521,"(16, 1, 10, 10, 'mi')",2003-04-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,0.46179401993355484
522,"(16, 1, 10, 10, 'mi')",2004-06-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,0.13422818791946312
523,"(16, 1, 10, 10, 'mi')",2005-08-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,-0.7649063032367973
524,"(16, 1, 10, 10, 'mi')",2008-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.2710951526032317
525,"(16, 1, 10, 10, '')",2002-02-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,0.7213930348258706
526,"(16, 1, 10, 10, '')",2003-04-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,0.4418604651162791
527,"(16, 1, 10, 10, '')",2004-06-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,-0.05369127516778516
528,"(16, 1, 10, 10, '')",2005-08-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,-0.9011925042589437
529,"(16, 1, 10, 10, '')",2008-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.41472172351885095
530,"(16, 1, 15, 10, 'mi')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.29453262786596124
531,"(16, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.10088495575221235
532,"(16, 1, 15, 10, 'mi')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.08734402852049916
533,"(16, 1, 15, 10, 'mi')",2002-08-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,0.02683363148479423
534,"(16, 1, 15, 10, 'mi')",2003-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.14901256732495516
535,"(16, 1, 15, 10, '')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.23809523809523814
536,"(16, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.023008849557522137
537,"(16, 1, 15, 10, '')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.10160427807486627
538,"(16, 1, 15, 10, '')",2002-08-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,0.012522361359570633
539,"(16, 1, 15, 10, '')",2003-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.29982046678635554
540,"(17, 1, 10, 10, 'mi')",2001-02-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,0.493421052631579
541,"(17, 1, 10, 10, 'mi')",2002-06-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,-0.34442595673876863
542,"(17, 1, 10, 10, 'mi')",2003-10-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,0.3511705685618729
543,"(17, 1, 10, 10, 'mi')",2005-02-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,0.05922165820642977
544,"(17, 1, 10, 10, 'mi')",2008-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.2782764811490126
545,"(17, 1, 10, 10, '')",2001-02-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,0.4736842105263158
546,"(17, 1, 10, 10, '')",2002-06-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,-0.3111480865224625
547,"(17, 1, 10, 10, '')",2003-10-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,0.3377926421404682
548,"(17, 1, 10, 10, '')",2005-02-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,-0.02876480541455151
549,"(17, 1, 10, 10, '')",2008-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.41472172351885095
550,"(17, 1, 15, 10, 'mi')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,-0.6896551724137931
551,"(17, 1, 15, 10, 'mi')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.20140105078809112
552,"(17, 1, 15, 10, 'mi')",2001-10-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,-0.21190893169877412
553,"(17, 1, 15, 10, 'mi')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.3298059964726632
554,"(17, 1, 15, 10, 'mi')",2003-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,0.06642728904847395
555,"(17, 1, 15, 10, '')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,-0.45517241379310347
556,"(17, 1, 15, 10, '')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.2854640980735552
557,"(17, 1, 15, 10, '')",2001-10-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,-0.08581436077057791
558,"(17, 1, 15, 10, '')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.23809523809523814
559,"(17, 1, 15, 10, '')",2003-01-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,-0.29982046678635554
560,"(16, 1, 10, 10, 'mi')",2002-03-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,0.7740863787375415
561,"(16, 1, 10, 10, 'mi')",2003-05-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,0.2703150912106136
562,"(16, 1, 10, 10, 'mi')",2004-07-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,0.5294117647058824
563,"(16, 1, 10, 10, 'mi')",2005-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,0.727427597955707
564,"(16, 1, 10, 10, 'mi')",2008-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3165467625899281
565,"(16, 1, 10, 10, '')",2002-03-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,0.7541528239202657
566,"(16, 1, 10, 10, '')",2003-05-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,0.1840796019900498
567,"(16, 1, 10, 10, '')",2004-07-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,0.5764705882352941
568,"(16, 1, 10, 10, '')",2005-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,0.7342419080068143
569,"(16, 1, 10, 10, '')",2008-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3453237410071942
570,"(16, 1, 15, 10, 'mi')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5971731448763251
571,"(16, 1, 15, 10, 'mi')",2002-05-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,0.5523978685612789
572,"(16, 1, 15, 10, 'mi')",2002-07-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,0.21568627450980393
573,"(16, 1, 15, 10, 'mi')",2002-09-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,0.24865831842576025
574,"(16, 1, 15, 10, 'mi')",2003-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3237410071942446
575,"(16, 1, 15, 10, '')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5901060070671378
576,"(16, 1, 15, 10, '')",2002-05-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,0.5168738898756661
577,"(16, 1, 15, 10, '')",2002-07-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,0.22994652406417115
578,"(16, 1, 15, 10, '')",2002-09-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,0.23434704830053665
579,"(16, 1, 15, 10, '')",2003-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3237410071942446
580,"(17, 1, 10, 10, 'mi')",2001-03-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,0.814569536423841
581,"(17, 1, 10, 10, 'mi')",2002-07-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,0.49417637271214643
582,"(17, 1, 10, 10, 'mi')",2003-11-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,0.27090301003344486
583,"(17, 1, 10, 10, 'mi')",2005-03-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,0.6745762711864407
584,"(17, 1, 10, 10, 'mi')",2008-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3309352517985612
585,"(17, 1, 10, 10, '')",2001-03-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,0.8278145695364238
586,"(17, 1, 10, 10, '')",2002-07-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,0.480865224625624
587,"(17, 1, 10, 10, '')",2003-11-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,0.25083612040133785
588,"(17, 1, 10, 10, '')",2005-03-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,0.6745762711864407
589,"(17, 1, 10, 10, '')",2008-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3453237410071942
590,"(17, 1, 15, 10, 'mi')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.43154246100519933
591,"(17, 1, 15, 10, 'mi')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.6912280701754385
592,"(17, 1, 15, 10, 'mi')",2001-11-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,0.08931698774080565
593,"(17, 1, 15, 10, 'mi')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5547703180212014
594,"(17, 1, 15, 10, 'mi')",2003-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3237410071942446
595,"(17, 1, 15, 10, '')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.46620450606585784
596,"(17, 1, 15, 10, '')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.6771929824561403
597,"(17, 1, 15, 10, '')",2001-11-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,0.09632224168126091
598,"(17, 1, 15, 10, '')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5901060070671378
599,"(17, 1, 15, 10, '')",2003-02-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,0.3237410071942446
600,"(16, 1, 10, 10, 'mi')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,0.04983388704318936
601,"(16, 1, 10, 10, 'mi')",2003-06-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,0.5946843853820598
602,"(16, 1, 10, 10, 'mi')",2004-08-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,-0.18319327731092439
603,"(16, 1, 10, 10, 'mi')",2005-10-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,0.30612244897959184
604,"(16, 1, 10, 10, 'mi')",2008-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.5351351351351352
605,"(16, 1, 10, 10, '')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,-0.4086378737541527
606,"(16, 1, 10, 10, '')",2003-06-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,0.627906976744186
607,"(16, 1, 10, 10, '')",2004-08-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,-0.10252100840336142
608,"(16, 1, 10, 10, '')",2005-10-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,0.17006802721088432
609,"(16, 1, 10, 10, '')",2008-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.491891891891892
610,"(16, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.1504424778761062
611,"(16, 1, 15, 10, 'mi')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.30124777183600715
612,"(16, 1, 15, 10, 'mi')",2002-08-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,0.04830053667262968
613,"(16, 1, 15, 10, 'mi')",2002-10-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,0.03942652329749108
614,"(16, 1, 15, 10, 'mi')",2003-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.318918918918919
615,"(16, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.1716814159292035
616,"(16, 1, 15, 10, '')",2002-06-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,0.24420677361853838
617,"(16, 1, 15, 10, '')",2002-08-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,0.11270125223613592
618,"(16, 1, 15, 10, '')",2002-10-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,0.18279569892473113
619,"(16, 1, 15, 10, '')",2003-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.1819819819819819
620,"(17, 1, 10, 10, 'mi')",2001-04-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,0.7814569536423841
621,"(17, 1, 10, 10, 'mi')",2002-08-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,0.3544093178036606
622,"(17, 1, 10, 10, 'mi')",2003-12-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,-0.0653266331658291
623,"(17, 1, 10, 10, 'mi')",2005-04-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,0.3616298811544991
624,"(17, 1, 10, 10, 'mi')",2008-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.43423423423423424
625,"(17, 1, 10, 10, '')",2001-04-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,0.7682119205298014
626,"(17, 1, 10, 10, '')",2002-08-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,0.5008319467554077
627,"(17, 1, 10, 10, '')",2003-12-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,-0.14572864321608048
628,"(17, 1, 10, 10, '')",2005-04-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,0.31409168081494054
629,"(17, 1, 10, 10, '')",2008-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.491891891891892
630,"(17, 1, 15, 10, 'mi')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,-0.08521739130434791
631,"(17, 1, 15, 10, 'mi')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.04225352112676051
632,"(17, 1, 15, 10, 'mi')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.21265377855887524
633,"(17, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.10088495575221235
634,"(17, 1, 15, 10, 'mi')",2003-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.33333333333333326
635,"(17, 1, 15, 10, '')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,-0.2034782608695651
636,"(17, 1, 15, 10, '')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.08450704225352124
637,"(17, 1, 15, 10, '')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.26889279437609837
638,"(17, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.1716814159292035
639,"(17, 1, 15, 10, '')",2003-03-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,-0.1819819819819819
