,current_combo,valid_train_start_date, valid_train_end_date,valid_end_date,oos_square
0,"(16, 1, 10, 10, 'mi')",2001-01-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,0.5
1,"(16, 1, 10, 10, 'mi')",2002-03-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,0.4285714285714286
2,"(16, 1, 10, 10, 'mi')",2003-05-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,0.031509121061359835
3,"(16, 1, 10, 10, 'mi')",2004-07-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,0.6773109243697479
4,"(16, 1, 10, 10, 'mi')",2006-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.24077328646748686
5,"(16, 1, 10, 10, '')",2001-01-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,0.5723684210526316
6,"(16, 1, 10, 10, '')",2002-03-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,0.44850498338870437
7,"(16, 1, 10, 10, '')",2003-05-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,0.04477611940298509
8,"(16, 1, 10, 10, '')",2004-07-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,0.6638655462184874
9,"(16, 1, 10, 10, '')",2006-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.17750439367311077
10,"(16, 1, 15, 10, 'mi')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.6907216494845361
11,"(16, 1, 15, 10, 'mi')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.20277296360485264
12,"(16, 1, 15, 10, 'mi')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.38219895287958106
13,"(16, 1, 15, 10, 'mi')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.368421052631579
14,"(16, 1, 15, 10, 'mi')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.3110720562390158
15,"(16, 1, 15, 10, '')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.9106529209621994
16,"(16, 1, 15, 10, '')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,-0.07452339688041598
17,"(16, 1, 15, 10, '')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.2635253054101221
18,"(16, 1, 15, 10, '')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.23508771929824557
19,"(16, 1, 15, 10, '')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.17750439367311077
20,"(17, 1, 10, 10, 'mi')",2000-01-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,0.11475409836065575
21,"(17, 1, 10, 10, 'mi')",2001-05-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,0.7678275290215588
22,"(17, 1, 10, 10, 'mi')",2002-09-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,-0.03654485049833878
23,"(17, 1, 10, 10, 'mi')",2004-01-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,0.5771812080536913
24,"(17, 1, 10, 10, 'mi')",2006-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.02987697715289983
25,"(17, 1, 10, 10, '')",2000-01-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,0.3245901639344262
26,"(17, 1, 10, 10, '')",2001-05-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,0.8009950248756219
27,"(17, 1, 10, 10, '')",2002-09-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,-0.16279069767441867
28,"(17, 1, 10, 10, '')",2004-01-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,0.5704697986577181
29,"(17, 1, 10, 10, '')",2006-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.17750439367311077
30,"(17, 1, 15, 10, 'mi')",2000-01-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,0.08108108108108103
31,"(17, 1, 15, 10, 'mi')",2000-05-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,-0.049403747870528036
32,"(17, 1, 15, 10, 'mi')",2000-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,-0.32197614991482104
33,"(17, 1, 15, 10, 'mi')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-1.0412371134020617
34,"(17, 1, 15, 10, 'mi')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.17750439367311077
35,"(17, 1, 15, 10, '')",2000-01-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,0.22297297297297303
36,"(17, 1, 15, 10, '')",2000-05-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,-0.20613287904599664
37,"(17, 1, 15, 10, '')",2000-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,0.12095400340715501
38,"(17, 1, 15, 10, '')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.9106529209621994
39,"(17, 1, 15, 10, '')",2001-12-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,0.17750439367311077
40,"(16, 1, 10, 10, 'mi')",2001-02-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,0.5986842105263157
41,"(16, 1, 10, 10, 'mi')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,0.23588039867109634
42,"(16, 1, 10, 10, 'mi')",2003-06-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,0.5614617940199336
43,"(16, 1, 10, 10, 'mi')",2004-08-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,0.0991596638655462
44,"(16, 1, 10, 10, 'mi')",2007-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.6906854130052724
45,"(16, 1, 10, 10, '')",2001-02-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,0.5526315789473684
46,"(16, 1, 10, 10, '')",2002-04-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,0.06976744186046513
47,"(16, 1, 10, 10, '')",2003-06-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,0.574750830564784
48,"(16, 1, 10, 10, '')",2004-08-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,0.07899159663865551
49,"(16, 1, 10, 10, '')",2007-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7328646748681897
50,"(16, 1, 15, 10, 'mi')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,0.006896551724137945
51,"(16, 1, 15, 10, 'mi')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.15826086956521734
52,"(16, 1, 15, 10, 'mi')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.5796847635726795
53,"(16, 1, 15, 10, 'mi')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.021126760563380254
54,"(16, 1, 15, 10, 'mi')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7328646748681897
55,"(16, 1, 15, 10, '')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,0.1724137931034483
56,"(16, 1, 15, 10, '')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.1721739130434783
57,"(16, 1, 15, 10, '')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.6637478108581436
58,"(16, 1, 15, 10, '')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,0.0
59,"(16, 1, 15, 10, '')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7398945518453427
60,"(17, 1, 10, 10, 'mi')",2000-02-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,0.3300492610837439
61,"(17, 1, 10, 10, 'mi')",2001-06-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,0.9401993355481728
62,"(17, 1, 10, 10, 'mi')",2002-10-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,-0.3621262458471761
63,"(17, 1, 10, 10, 'mi')",2004-02-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,0.5234899328859061
64,"(17, 1, 10, 10, 'mi')",2007-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7258347978910369
65,"(17, 1, 10, 10, '')",2000-02-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,0.31034482758620685
66,"(17, 1, 10, 10, '')",2001-06-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,0.9269102990033222
67,"(17, 1, 10, 10, '')",2002-10-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,-0.3687707641196014
68,"(17, 1, 10, 10, '')",2004-02-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,0.5369127516778524
69,"(17, 1, 10, 10, '')",2007-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7328646748681897
70,"(17, 1, 15, 10, 'mi')",2000-02-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,0.5397631133671743
71,"(17, 1, 15, 10, 'mi')",2000-06-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,0.8909710391822828
72,"(17, 1, 15, 10, 'mi')",2000-10-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,0.727891156462585
73,"(17, 1, 15, 10, 'mi')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,0.096551724137931
74,"(17, 1, 15, 10, 'mi')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7398945518453427
75,"(17, 1, 15, 10, '')",2000-02-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,0.5262267343485618
76,"(17, 1, 15, 10, '')",2000-06-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,0.8841567291311755
77,"(17, 1, 15, 10, '')",2000-10-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,0.7414965986394557
78,"(17, 1, 15, 10, '')",2001-02-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,0.1724137931034483
79,"(17, 1, 15, 10, '')",2002-01-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,0.7398945518453427
80,"(16, 1, 10, 10, 'mi')",2001-03-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,0.8013245033112583
81,"(16, 1, 10, 10, 'mi')",2002-05-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,-0.4285714285714286
82,"(16, 1, 10, 10, 'mi')",2003-07-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,-0.06489184692179695
83,"(16, 1, 10, 10, 'mi')",2004-09-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,0.253781512605042
84,"(16, 1, 10, 10, 'mi')",2007-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.28747795414462085
85,"(16, 1, 10, 10, '')",2001-03-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,0.8079470198675497
86,"(16, 1, 10, 10, '')",2002-05-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,-0.10299003322259126
87,"(16, 1, 10, 10, '')",2003-07-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,-0.23793677204658903
88,"(16, 1, 10, 10, '')",2004-09-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,0.3008403361344538
89,"(16, 1, 10, 10, '')",2007-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.1957671957671958
90,"(16, 1, 15, 10, 'mi')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.3067590987868284
91,"(16, 1, 15, 10, 'mi')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.2146596858638743
92,"(16, 1, 15, 10, 'mi')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.5157894736842106
93,"(16, 1, 15, 10, 'mi')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.2561403508771929
94,"(16, 1, 15, 10, 'mi')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.4426807760141094
95,"(16, 1, 15, 10, '')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.19584055459272098
96,"(16, 1, 15, 10, '')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.28446771378708546
97,"(16, 1, 15, 10, '')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.43157894736842106
98,"(16, 1, 15, 10, '')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.3754385964912281
99,"(16, 1, 15, 10, '')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.4215167548500882
100,"(17, 1, 10, 10, 'mi')",2000-03-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,0.8947368421052632
101,"(17, 1, 10, 10, 'mi')",2001-07-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,-0.15614617940199338
102,"(17, 1, 10, 10, 'mi')",2002-11-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,0.09484193011647257
103,"(17, 1, 10, 10, 'mi')",2004-03-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,0.20805369127516782
104,"(17, 1, 10, 10, 'mi')",2007-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.1534391534391535
105,"(17, 1, 10, 10, '')",2000-03-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,0.9013157894736842
106,"(17, 1, 10, 10, '')",2001-07-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,-0.23588039867109645
107,"(17, 1, 10, 10, '')",2002-11-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,0.061564059900166335
108,"(17, 1, 10, 10, '')",2004-03-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,0.24832214765100669
109,"(17, 1, 10, 10, '')",2007-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.1957671957671958
110,"(17, 1, 15, 10, 'mi')",2000-03-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,0.5186440677966102
111,"(17, 1, 15, 10, 'mi')",2000-07-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,-0.651877133105802
112,"(17, 1, 15, 10, 'mi')",2000-11-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,0.161839863713799
113,"(17, 1, 15, 10, 'mi')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.3275563258232236
114,"(17, 1, 15, 10, 'mi')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.527336860670194
115,"(17, 1, 15, 10, '')",2000-03-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,0.47796610169491527
116,"(17, 1, 15, 10, '')",2000-07-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,-0.8498293515358362
117,"(17, 1, 15, 10, '')",2000-11-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,-0.13798977853492334
118,"(17, 1, 15, 10, '')",2001-03-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,0.19584055459272098
119,"(17, 1, 15, 10, '')",2002-02-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,0.4215167548500882
120,"(16, 1, 10, 10, 'mi')",2001-04-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,0.814569536423841
121,"(16, 1, 10, 10, 'mi')",2002-06-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,0.3544093178036606
122,"(16, 1, 10, 10, 'mi')",2003-08-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,0.30666666666666664
123,"(16, 1, 10, 10, 'mi')",2004-10-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,0.6308724832214765
124,"(16, 1, 10, 10, 'mi')",2007-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5618374558303887
125,"(16, 1, 10, 10, '')",2001-04-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,0.794701986754967
126,"(16, 1, 10, 10, '')",2002-06-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,0.27454242928452577
127,"(16, 1, 10, 10, '')",2003-08-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,0.26
128,"(16, 1, 10, 10, '')",2004-10-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,0.6577181208053691
129,"(16, 1, 10, 10, '')",2007-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.568904593639576
130,"(16, 1, 15, 10, 'mi')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.2556521739130435
131,"(16, 1, 15, 10, 'mi')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.691768826619965
132,"(16, 1, 15, 10, 'mi')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.04225352112676051
133,"(16, 1, 15, 10, 'mi')",2001-10-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,0.2644483362521891
134,"(16, 1, 15, 10, 'mi')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.6113074204946997
135,"(16, 1, 15, 10, '')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.2139130434782609
136,"(16, 1, 15, 10, '')",2001-06-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,0.6777583187390543
137,"(16, 1, 15, 10, '')",2001-08-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,-0.06338028169014076
138,"(16, 1, 15, 10, '')",2001-10-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,0.19439579684763575
139,"(16, 1, 15, 10, '')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.6042402826855124
140,"(17, 1, 10, 10, 'mi')",2000-04-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,0.48684210526315785
141,"(17, 1, 10, 10, 'mi')",2001-08-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,-0.7114427860696517
142,"(17, 1, 10, 10, 'mi')",2002-12-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,0.2026578073089701
143,"(17, 1, 10, 10, 'mi')",2004-04-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,0.40740740740740744
144,"(17, 1, 10, 10, 'mi')",2007-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.5971731448763251
145,"(17, 1, 10, 10, '')",2000-04-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,0.5263157894736843
146,"(17, 1, 10, 10, '')",2001-08-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,-0.7446102819237148
147,"(17, 1, 10, 10, '')",2002-12-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,0.28903654485049834
148,"(17, 1, 10, 10, '')",2004-04-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,0.41414141414141414
149,"(17, 1, 10, 10, '')",2007-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.568904593639576
150,"(17, 1, 15, 10, 'mi')",2000-04-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,0.6604414261460102
151,"(17, 1, 15, 10, 'mi')",2000-08-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,-0.383304940374787
152,"(17, 1, 15, 10, 'mi')",2000-12-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,-0.6245733788395904
153,"(17, 1, 15, 10, 'mi')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.19304347826086954
154,"(17, 1, 15, 10, 'mi')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.568904593639576
155,"(17, 1, 15, 10, '')",2000-04-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,0.6604414261460102
156,"(17, 1, 15, 10, '')",2000-08-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,-0.36967632027257236
157,"(17, 1, 15, 10, '')",2000-12-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,-0.6177474402730376
158,"(17, 1, 15, 10, '')",2001-04-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,0.2139130434782609
159,"(17, 1, 15, 10, '')",2002-03-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,0.6042402826855124
160,"(16, 1, 10, 10, 'mi')",2001-05-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,0.6948590381426203
161,"(16, 1, 10, 10, 'mi')",2002-07-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,0.32113144758735446
162,"(16, 1, 10, 10, 'mi')",2003-09-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,0.25876460767946574
163,"(16, 1, 10, 10, 'mi')",2004-11-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,0.17983193277310927
164,"(16, 1, 10, 10, 'mi')",2007-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,-0.012389380530973382
165,"(16, 1, 10, 10, '')",2001-05-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,0.6948590381426203
166,"(16, 1, 10, 10, '')",2002-07-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,0.29450915141430944
167,"(16, 1, 10, 10, '')",2003-09-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,0.3055091819699499
168,"(16, 1, 10, 10, '')",2004-11-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,0.119327731092437
169,"(16, 1, 10, 10, '')",2007-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,-0.08318584070796464
170,"(16, 1, 15, 10, 'mi')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.1169284467713787
171,"(16, 1, 15, 10, 'mi')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.5017543859649123
172,"(16, 1, 15, 10, 'mi')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.11578947368421044
173,"(16, 1, 15, 10, 'mi')",2001-11-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,-0.03677758318739044
174,"(16, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.16460176991150444
175,"(16, 1, 15, 10, '')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.28446771378708546
176,"(16, 1, 15, 10, '')",2001-07-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,0.4175438596491228
177,"(16, 1, 15, 10, '')",2001-09-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,-0.3754385964912281
178,"(16, 1, 15, 10, '')",2001-11-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,0.04728546409807355
179,"(16, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.16460176991150444
180,"(17, 1, 10, 10, 'mi')",2000-05-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,-0.24137931034482762
181,"(17, 1, 10, 10, 'mi')",2001-09-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,-0.3200663349917081
182,"(17, 1, 10, 10, 'mi')",2003-01-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,0.01661129568106312
183,"(17, 1, 10, 10, 'mi')",2004-05-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,0.5361344537815126
184,"(17, 1, 10, 10, 'mi')",2007-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.015929203539822967
185,"(17, 1, 10, 10, '')",2000-05-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,-0.24137931034482762
186,"(17, 1, 10, 10, '')",2001-09-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,0.02487562189054726
187,"(17, 1, 10, 10, '')",2003-01-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,0.009966777408637828
188,"(17, 1, 10, 10, '')",2004-05-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,0.6100840336134454
189,"(17, 1, 10, 10, '')",2007-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,-0.08318584070796464
190,"(17, 1, 15, 10, 'mi')",2000-05-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,0.2776831345826235
191,"(17, 1, 15, 10, 'mi')",2000-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,0.475298126064736
192,"(17, 1, 15, 10, 'mi')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.8281786941580755
193,"(17, 1, 15, 10, 'mi')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.31937172774869116
194,"(17, 1, 15, 10, 'mi')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.15752212389380527
195,"(17, 1, 15, 10, '')",2000-05-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,0.24361158432708685
196,"(17, 1, 15, 10, '')",2000-09-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,0.46848381601362865
197,"(17, 1, 15, 10, '')",2001-01-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,-0.8075601374570447
198,"(17, 1, 15, 10, '')",2001-05-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,-0.28446771378708546
199,"(17, 1, 15, 10, '')",2002-04-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,0.16460176991150444
200,"(16, 1, 10, 10, 'mi')",2001-06-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,0.8006644518272426
201,"(16, 1, 10, 10, 'mi')",2002-08-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,0.5873544093178036
202,"(16, 1, 10, 10, 'mi')",2003-10-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,0.5250836120401338
203,"(16, 1, 10, 10, 'mi')",2004-12-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,-0.030303030303030276
204,"(16, 1, 10, 10, 'mi')",2007-05-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,0.2113676731793961
205,"(16, 1, 10, 10, '')",2001-06-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,0.813953488372093
